@relation train

@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute p5 numeric
@attribute p6 numeric
@attribute p7 numeric
@attribute p8 numeric
@attribute p9 numeric
@attribute p10 numeric
@attribute p11 numeric
@attribute p12 numeric
@attribute p13 numeric
@attribute p14 numeric
@attribute p15 numeric
@attribute p16 numeric
@attribute p17 numeric
@attribute p18 numeric
@attribute p19 numeric
@attribute p20 numeric
@attribute p21 numeric
@attribute r {TRUE,FALSE}

@data
1.491919,-1.007219,-0.969282,-1.273051,0.928687,-0.830207,-0.461924,-1.190981,-0.831347,0.49088,-1.068942,-1.032421,0.896218,1.025165,0.85834,0.261288,0.063875,-0.171849,-0.408009,0.228404,-0.744078,FALSE
-0.842664,-2.153391,6.828557,-0.351319,-0.228029,-1.605696,-1.144097,-2.335625,0.03083,1.160435,-0.912948,-0.424912,-0.227456,-1.252192,-2.110633,-0.419114,0.648342,-1.78283,1.990634,0.385236,1.084901,TRUE
0.685064,-0.872358,-0.298113,-1.6946,1.220306,-0.123933,-0.368989,1.005085,-2.201087,1.063739,0.019902,-1.436523,1.749564,0.490841,-0.410688,-1.357309,-0.930156,-0.616839,-1.563862,1.640439,-1.039104,FALSE
-0.407247,-0.851017,1.546057,2.03003,0.037282,-0.903304,1.119661,-0.078437,-0.776542,1.341684,1.891748,-0.591148,-0.09128,-0.53364,-1.359464,-0.826606,-0.650537,-1.879667,-1.150771,-0.359918,-1.705418,FALSE
0.656239,-0.715709,0.29402,0.160755,0.064856,-1.82551,6.192883,-1.238869,-1.504905,0.82714,1.683659,-1.622201,0.865694,-0.097745,-0.896262,-1.085432,-0.144469,-1.15603,0.148491,0.803504,-0.817734,FALSE
0.520433,-0.724803,-0.781106,-1.784609,1.461309,-0.499232,-2.252312,-1.534922,-0.829069,1.38895,1.816064,-1.052083,-0.657182,0.238264,-0.292326,-0.190027,0.845279,-1.178671,0.163722,1.785687,-0.612332,FALSE
0.122841,-0.406684,-0.394673,-1.509074,-0.492822,0.840206,-1.000943,0.11304,0.810636,0.447497,-0.370076,0.686934,0.673205,0.16886,-0.130556,0.578921,-0.562177,0.217689,-0.948565,-1.173975,0.12977,TRUE
3.222625,1.062678,-0.735631,-0.296372,2.123044,-0.418403,0.402446,-0.668264,-0.621197,0.138761,-0.177903,-1.881805,1.344159,0.447744,-1.681459,-1.798431,-0.733757,-1.588999,-1.401157,-0.20526,-1.287507,FALSE
0.112111,-1.137638,-0.455636,-0.756458,-0.549009,-0.296243,-1.240254,-1.204526,1.810322,0.165491,-0.275786,-0.521616,-0.000629,0.436535,-0.370059,0.965455,1.117157,-0.837039,-0.016922,-0.831963,1.149525,TRUE
-0.094816,-1.215949,0.201772,-1.097153,-1.210392,-0.103785,-1.017894,-0.660444,1.656613,-0.154755,-1.698845,-0.272246,-0.176798,-1.025508,-2.399273,1.67407,0.190656,-0.731782,4.406693,-0.921251,2.425769,TRUE
0.249159,-0.353595,-0.330184,-0.965475,-0.734685,-0.182914,-1.221152,-0.845444,1.168182,0.525388,-0.6906,-0.183219,-0.065859,0.55209,-0.484089,0.908993,0.663019,-0.138784,-0.213922,-0.82774,0.769952,TRUE
-0.084332,-0.600547,-1.198187,-1.329215,0.23409,1.620016,-1.596079,-1.741294,-1.043483,2.065886,-0.451806,-0.148033,-0.478035,0.985632,-1.609829,-0.070639,1.239584,-0.250638,-0.647055,0.300801,-0.505501,TRUE
-0.220774,0.887397,-0.96671,-0.764951,3.206579,-0.568331,-2.128082,-0.566373,-1.827158,0.972363,-0.543978,-0.039777,-0.755541,1.333863,-1.440351,-0.153817,0.48181,-2.451558,-0.589081,0.171298,-0.64441,TRUE
1.802765,0.57881,-0.423697,-0.886057,-1.411298,-0.154292,-1.190706,-0.725557,0.442868,-1.106249,-2.101194,-1.493477,10.662077,-0.228244,0.359574,-0.916179,-0.130742,1.182616,-1.619343,-0.659449,-1.376328,FALSE
-0.15748,0.100648,-0.878625,-1.255055,6.203014,-1.025588,-0.2093,0.247288,-2.041025,-0.378619,-0.614081,-1.853143,0.359754,0.041865,-1.535784,-0.893474,0.135269,-1.339939,-1.649232,1.981772,-0.727694,FALSE
-0.024304,-1.182128,-0.601709,-0.755852,-0.305121,-0.140046,-0.96478,-0.95177,0.730408,1.072829,0.218247,-0.103147,-0.071917,1.059157,-0.402785,-0.324837,-0.454937,-0.881226,-0.580557,-0.004612,0.403575,TRUE
-0.982652,-1.055727,1.177918,2.967848,0.47959,-0.291061,-0.524832,-1.138419,-0.561028,0.177022,0.879031,-0.205484,-0.980948,0.688376,-1.638987,-0.985684,-0.192725,-1.6015,-0.930494,0.875052,-0.45367,FALSE
0.038287,-0.975954,10.655877,-0.965636,-0.199102,-1.095847,0.225785,1.353213,-0.666678,-0.190985,0.286527,-1.212332,0.260632,-0.842607,-1.04406,-1.562402,-1.453775,-1.049665,0.23904,-1.245932,-0.082444,FALSE
0.503539,-1.41856,1.882018,-0.991296,0.641777,-1.175151,1.784147,1.781703,-1.446386,0.713865,5.659118,-1.930277,0.210707,-1.443352,-0.764714,-1.641296,-2.105424,-0.699616,-0.026513,0.394877,0.675108,FALSE
-1.457797,-0.377034,0.401374,6.572757,-0.763633,-1.582951,0.216707,-0.51516,-0.436003,0.586714,1.133489,-0.273141,-0.752917,-0.46577,-2.778178,-1.855736,-0.899326,-2.554417,3.26729,4.044988,-2.052254,TRUE
-0.067435,-0.930577,-0.066041,-1.020564,0.996962,-1.38501,-0.503264,-0.144956,0.179607,0.825797,0.732496,-0.656778,0.018086,0.222538,-0.330071,-1.0313,0.241212,-1.458582,0.717376,1.706959,-0.870702,FALSE
-1.080652,-2.29863,-0.509451,-0.720846,0.306484,0.568801,-1.257614,-0.397484,0.648045,0.585733,-1.656687,-0.630443,0.640451,1.72744,-2.701869,0.446484,-0.109379,-0.635994,-2.135165,-0.109089,1.795818,TRUE
-0.453881,-1.747471,0.84078,-0.512927,-1.536823,-0.704957,0.703485,-0.014179,-0.129664,1.310306,1.736442,-2.30047,0.242456,-0.479438,-0.525798,-0.160978,-0.73773,0.856769,0.815046,1.906434,0.050343,FALSE
-0.141691,-1.387765,-0.251028,-1.185049,-0.008713,-0.876861,-1.256194,-1.403111,0.914452,0.146324,-0.807463,-0.929234,0.756965,0.433285,0.730314,1.515784,1.421641,-0.586272,-0.862347,0.007117,0.561238,TRUE
0.589743,10.195078,-0.578464,0.446371,-0.38318,0.451538,0.051929,-0.086789,-1.482774,-1.411978,-0.126156,-0.495096,-0.683373,0.931814,-1.874151,-1.912185,-0.931248,-1.954198,-0.900596,1.377432,-2.333677,TRUE
-0.333631,-0.656485,-1.324096,-1.043833,1.62089,0.190483,-1.977758,-1.948869,-0.594373,1.39095,0.13027,-0.662068,-0.207066,1.795318,-1.755291,0.651637,1.036711,-1.412862,-0.718577,0.071132,-0.145101,TRUE
-1.507953,-0.816215,0.18759,6.216534,1.213873,-0.457693,-0.681203,0.235282,-0.455985,0.249649,0.982406,-1.063839,-1.172573,0.272684,-1.870864,-1.36444,-0.796149,-1.89614,-1.353109,1.181177,-0.981792,FALSE
-0.196673,-0.800542,-0.320548,-0.505948,0.797912,-1.564714,-0.757041,1.081339,-1.167722,0.790526,0.175407,-1.564982,1.167642,-0.898526,0.08973,-0.314562,0.799631,-1.014798,-1.838163,1.678069,0.120154,FALSE
-0.791466,-0.143552,-0.409092,2.765379,4.474845,-1.043868,-0.439808,-2.018287,-0.764097,-1.037041,2.578825,-0.596515,-0.892844,-0.280833,-2.496022,-0.569029,0.686082,-2.52241,-0.531426,-0.275065,-0.514228,TRUE
0.328317,-0.989235,-0.928604,-0.160703,-0.031915,-1.005123,-2.039073,-2.473357,0.14379,0.599304,-0.907984,-0.853714,-0.619629,-0.211686,-1.418904,3.571158,3.960993,-1.291342,-0.581571,0.334031,1.004858,TRUE
0.286895,-0.555731,0.371936,0.396037,0.568812,-1.902205,-0.236793,-1.894665,-0.149,0.847681,1.006878,-1.944333,0.522344,-0.846184,-0.114169,-1.277106,1.330165,-1.447569,-1.566355,3.333345,-0.069145,FALSE
0.215557,-0.843926,0.203362,-0.357753,-1.785477,1.175627,-1.678733,-1.498411,1.484475,-0.908515,-1.100327,-0.175036,-0.068046,-0.996581,-2.689822,0.290018,1.200958,-0.255455,2.027844,0.350677,1.843188,TRUE
0.596598,4.697958,-1.277734,-2.153817,-0.449857,2.203942,-1.792375,3.150619,-0.046574,-0.275298,-0.876745,-0.716751,-0.395638,-1.268976,-1.933955,-0.970255,0.147798,-0.916893,0.374091,-0.177953,-0.895008,TRUE
1.539351,-1.095073,0.358285,-0.772131,-0.058229,-1.750324,0.948167,0.476509,0.763306,0.276817,0.998527,-2.260572,1.128527,-0.62797,-0.030192,-0.550543,-1.076497,0.832627,0.689598,0.132567,0.264645,FALSE
-1.180786,-1.909999,-0.47191,0.938515,-0.646604,-0.443979,-1.029211,-1.954451,-1.221652,3.232968,1.111748,-0.755212,-1.164503,0.666687,-2.122044,1.439303,0.999564,-1.841041,-0.202157,2.92623,-1.533881,TRUE
2.486874,1.388302,-1.119536,-0.125684,-0.289311,-0.617123,-0.044848,1.3748,0.838601,-0.051882,-0.280849,-2.09196,0.299342,-0.699189,0.145459,-0.516872,-1.285449,1.064383,-1.330763,-0.438075,-0.915273,FALSE
1.820828,-1.052218,3.849341,0.606999,-0.878095,-0.894167,2.021258,-1.09715,0.711267,-0.100725,2.105443,-1.481689,0.298628,-0.339866,-2.310385,-2.409276,-1.15644,-2.013584,-0.567963,1.857422,-0.940754,FALSE
0.541671,-0.292632,-1.077665,-0.718034,-0.535135,-0.030752,-1.038968,-1.213821,4.151537,-0.003302,-0.781046,-0.74323,-0.341069,-0.232403,-1.149518,0.449695,-0.128832,0.86074,0.058393,-0.257053,0.731526,FALSE
0.217899,-0.563762,-0.507753,-0.622044,-0.20208,-0.399264,-1.043842,-1.165014,-0.530251,0.721588,0.324773,-0.598236,-0.229205,-0.681151,-1.975009,-0.177462,1.128945,-1.482934,0.513413,3.726795,-0.530926,FALSE
0.672532,-0.404209,-0.10188,-0.377485,-0.820827,0.224592,0.021447,-0.711263,4.520779,0.177579,0.618192,-1.143909,-0.241247,-0.1389,-1.164079,-1.922008,-1.905819,0.025791,-0.248381,0.38615,0.526418,FALSE
-1.869324,-1.827976,5.230033,-0.720925,1.10662,-2.102169,-1.854608,0.241544,0.064411,0.633437,-0.556287,-1.640662,-0.048698,-1.286407,-0.822763,-0.71985,2.440151,-1.787213,-1.491811,0.496142,1.590686,FALSE
0.332819,-0.514143,-0.127436,-0.760599,-1.122354,-1.371479,-0.490462,-0.442642,2.989216,0.516538,0.154546,-2.278046,0.314655,-0.67491,-0.918005,-0.06675,0.33772,-0.309184,-0.154168,3.291014,-0.497904,FALSE
0.386633,-0.753593,4.561254,0.486212,0.396871,-1.675148,3.521533,0.172985,-1.921277,0.365731,3.327886,-1.554724,0.820386,-0.295387,-1.91608,-2.535351,-2.531399,-1.747042,1.064772,0.497724,0.058406,FALSE
-0.108515,-0.983822,-0.094743,-0.548457,-0.136359,0.097212,0.035323,-1.559926,4.763943,-0.136634,-0.162583,-0.210092,0.238508,0.813905,-2.609897,-1.065273,-0.564525,-0.099085,-1.832224,0.779353,-0.575856,TRUE
-1.459117,-0.275242,1.197108,-0.737475,-0.885724,-1.892536,0.689241,-1.362616,-0.721235,0.608786,1.886484,-0.637515,0.485676,-0.378003,-1.19599,-1.094531,-0.953584,-1.525757,0.590409,6.724252,-0.796017,TRUE
-0.697274,-0.813374,2.954677,1.818569,0.51112,-1.063752,0.614596,0.055801,-0.683353,0.311141,0.908305,-0.457173,-0.589106,-0.426626,-1.391796,-2.326379,-1.028608,-2.329067,-0.322172,2.921445,-1.156171,FALSE
0.323694,0.43871,-0.985187,0.162344,2.352348,-0.930349,-0.080634,-0.551755,-1.182767,0.138025,-0.341225,-0.846451,0.67147,-0.200225,4.66787,-0.459946,-1.503206,0.212319,-1.631819,-0.168324,-1.137023,FALSE
-0.262483,-1.837481,0.146214,0.220056,-0.09981,-0.73674,-0.350994,-1.915581,-0.330023,1.584453,0.486098,-1.380744,0.154294,-1.241821,-1.572363,3.568634,1.866823,-1.752919,-0.601938,0.457056,-0.315201,TRUE
0.168553,-1.220347,-1.700191,0.947358,0.587889,0.245593,-1.693995,-1.42712,-1.535529,0.367783,-0.753253,0.62608,-0.387908,1.589233,-2.115964,1.62283,1.6351,-1.406503,-0.444384,-0.198666,-0.547091,TRUE
-1.764468,3.537324,-1.211884,-0.957633,6.019841,-1.522189,-2.409344,-1.07875,-1.377811,0.113731,-1.328964,-1.038451,-0.477894,0.998364,3.83307,0.724751,-0.679326,-1.619628,-1.74315,-0.058082,-0.628927,FALSE
0.700095,-1.841823,-2.052742,-1.430053,0.880729,0.442784,-2.225659,-1.119731,-0.180574,-0.240629,-1.235934,-0.457001,0.653369,-1.000186,0.48896,3.224462,2.992859,-0.410449,-1.244171,-0.69711,0.978208,TRUE
0.553204,-1.682757,-0.543258,3.410753,-1.670097,-0.141123,2.300616,-1.25977,1.206791,-1.126554,-0.209673,-1.450187,-0.748299,-0.550498,-2.017931,1.25557,1.539748,-1.352644,-1.386549,1.057407,0.835209,TRUE
5.780735,0.119284,-0.288122,-0.519999,-0.186798,-0.715494,1.021065,-1.125425,-0.258692,-0.528324,-0.116621,-0.940133,0.538206,0.313027,0.613726,-0.390843,-0.685038,-1.068258,-0.876841,-1.571556,-0.928195,FALSE
6.289943,2.385112,-0.044171,-1.03013,1.912756,-0.05278,-1.071658,-1.554998,-1.125786,-0.288382,-0.756763,-0.496953,-1.167262,-0.004776,-0.411375,-1.155704,-0.618431,-1.537464,-1.774274,-1.091228,-0.942467,FALSE
0.243552,-1.489263,2.184761,0.724863,-0.052477,-1.73237,4.873184,0.610328,-0.648367,0.249325,4.810729,-0.864936,0.105089,-1.17753,-1.122779,-2.223889,-1.447466,-1.645488,2.074903,0.08467,-1.01205,FALSE
-0.892317,-0.351089,-0.927585,-0.571168,10.121157,-0.76816,-1.33015,-0.248423,-2.295605,-0.379033,-0.926279,-1.291528,0.110052,0.600238,-0.959126,-0.929039,-0.119191,-1.763737,-2.289355,-0.810339,-0.424617,TRUE
1.732021,-0.545843,0.667928,-0.707276,-1.262684,0.410891,0.395726,0.20947,0.256177,-0.448646,1.352965,-0.440399,2.052415,-0.24437,-0.612473,-1.916801,-1.058405,0.60719,-0.287844,-0.403556,-0.585839,FALSE
0.52952,-0.044865,-1.608268,-1.075697,-0.119737,-0.894047,-0.451548,-0.635971,1.610308,0.213848,-0.296713,-2.103367,-0.128184,-0.732119,-0.726651,-0.137121,0.023975,1.453296,-0.304783,3.365322,0.1911,FALSE
1.609315,-0.024576,0.207044,0.048686,-2.121806,-1.090544,-0.444803,0.229234,6.920581,-1.07192,0.017963,-1.396499,-0.225951,-1.302434,-0.687969,-0.596543,-0.180599,0.833526,0.051314,1.263728,-0.106881,FALSE
0.496064,-0.882341,-0.555706,0.821808,-0.453853,0.892446,9.106651,0.127704,-1.002398,-0.46287,-0.053332,-1.057833,-0.080537,-0.815535,0.480516,0.174823,-0.949783,-1.132729,-1.58197,-0.678569,-0.282782,TRUE
-0.211149,-1.277321,-0.623987,-0.692066,0.26503,0.349579,-1.703687,-2.527242,-0.405215,1.136498,-0.698174,-0.218559,-0.43004,2.744146,-1.712752,0.874832,2.553656,-1.653796,-1.608249,-0.441555,-0.444432,TRUE
0.381866,-1.168488,-0.643995,-1.441993,-0.161156,0.369211,-0.396855,2.11169,-1.435033,0.099788,-0.292678,-1.16283,4.859851,0.164335,-1.428257,-1.447652,-1.336777,3.175631,-2.195874,0.239148,-1.405308,FALSE
0.013806,-0.782566,-0.108213,-1.33541,1.081813,-1.432005,-0.589343,0.80722,-0.085253,0.573879,-0.046434,-0.44548,0.037489,-0.08468,-0.092422,-0.853503,0.349043,-0.623514,0.011072,1.580727,-0.924011,FALSE
0.56152,0.24234,-0.310985,-0.122756,-1.265713,0.099674,-0.290495,-0.713408,6.878704,-0.169494,0.432701,-0.528631,-0.137391,-0.568115,-0.265377,-0.636493,-1.30881,1.172507,-0.678139,-0.504866,-0.767907,FALSE
0.34682,-0.466772,0.742639,1.619587,0.588669,-1.547837,0.004089,-0.349229,-0.42865,0.781414,1.347737,-1.991547,-0.358852,0.256507,-2.807404,-0.95417,-1.030802,-2.400115,1.614126,2.012037,-0.914227,FALSE
-0.273871,-0.923841,-1.054499,-1.493931,1.023673,0.685383,-1.328797,-1.358642,0.145563,0.97538,-0.044626,-0.225088,0.444543,2.91232,-0.859377,0.075321,-0.220285,-1.463137,-1.424614,-0.492098,-0.583445,TRUE
2.303555,1.353348,-1.30693,-0.286435,1.072073,-1.508537,-0.511712,-0.246706,1.838283,-0.860848,-0.008631,-1.846211,0.727143,-0.832306,-0.962653,-1.087629,-0.485056,0.623272,-1.222121,1.321879,-0.551226,FALSE
0.170595,-0.181331,0.863712,6.130961,1.039229,-1.439829,-0.522154,-1.220695,-0.789468,0.542438,1.356151,-0.962114,-0.945878,0.172072,-2.191274,-1.535208,-1.113773,-1.895121,-0.49325,1.039731,-1.553339,FALSE
-0.068569,-0.462684,-0.205152,-0.407068,1.175185,-1.218985,-0.797536,-0.003959,-0.331627,0.006938,0.578929,-1.468174,-0.258258,0.477121,-1.977227,-0.845076,-0.393138,-2.130155,0.414679,2.993022,0.420196,FALSE
-0.535798,-1.432353,0.42675,-0.65247,-1.146446,-0.594156,-1.45231,-1.695904,0.866534,1.053625,-1.292189,-0.90727,-0.27728,0.186561,-1.855112,0.780378,1.111913,-0.048208,2.676293,0.138195,0.96029,TRUE
0.715895,-1.098479,-0.52708,0.160263,-0.675354,-0.365179,-1.341992,-2.314119,-1.09957,-0.141802,0.038564,-0.229578,-1.373061,-0.332875,-1.190523,0.820411,6.527363,-1.541205,-0.570813,1.15758,-0.405369,TRUE
0.370016,-1.144167,0.610337,-2.001634,0.69706,-1.030173,-0.740787,0.664741,-1.589096,1.203006,8.074456,-1.128893,-0.22145,-1.598953,-1.657611,-1.606441,-0.008935,-0.696197,-0.86389,1.508166,-0.308313,FALSE
-0.198098,-0.455116,-2.363494,-3.050223,1.533403,0.999123,-2.411338,0.535048,-1.444237,0.707733,-1.849701,0.056159,-0.820005,1.144511,-2.209491,0.132572,0.726166,-1.36951,3.050505,1.58184,0.236103,FALSE
0.239903,-0.190223,0.332223,1.292974,-0.293565,-0.165931,-0.154624,-0.271313,0.509827,-0.118099,1.009789,-0.884076,0.821253,-0.431799,-0.821644,-1.724876,-1.024754,-1.065901,-0.818855,-0.03854,0.538841,FALSE
0.042801,-1.354215,-0.640514,-1.915404,0.521306,-0.51334,-1.749959,-0.479799,-1.436111,1.362954,-0.028297,-0.811993,5.618365,1.35797,-0.484851,-0.701235,-0.296927,-0.628669,-1.117046,-0.224554,-0.443873,TRUE
2.450082,0.177107,0.818747,-0.933096,2.319785,-1.486094,-1.130001,-2.011868,-0.54537,0.114587,1.041361,-1.644919,0.303582,0.875836,-1.022598,-1.776971,-1.232096,-1.8572,-0.11113,0.677715,-0.220386,FALSE
-0.768839,-1.175669,2.930457,3.95851,0.080205,-1.502821,0.060876,-0.587653,-0.48679,-0.459877,1.494833,-0.503056,-1.025005,-0.330193,-2.375161,-1.917491,-0.851089,-2.366949,0.278572,0.916351,0.762845,FALSE
1.044329,-0.287147,-0.01466,0.493317,0.320211,-0.481662,0.732256,-0.80909,0.091138,0.759646,0.224537,-1.048284,0.449574,-0.225661,-1.584449,-1.085427,-0.960685,-0.084779,0.170488,0.916301,-1.69687,FALSE
0.15637,-0.383603,0.123496,-0.921289,-0.41641,-0.263426,-0.305651,0.160992,0.499498,0.439633,-0.302494,-0.26282,2.307871,0.263343,0.814463,-0.197976,-0.868739,-0.136389,-1.075137,-0.905639,-0.162326,TRUE
-0.858318,0.037704,-0.195392,-0.691762,-0.725395,-2.073846,0.799734,-0.971196,-0.035906,1.524452,-0.04853,-1.871436,-0.341942,-0.807746,-1.397253,-1.064698,-0.325751,-0.707437,1.2766,9.132699,-1.430485,FALSE
1.640464,-0.150645,1.556483,-0.792898,2.980436,-1.738191,0.281784,-0.968137,-0.69052,-0.619675,0.326563,-2.447678,0.688493,0.495371,0.798225,-1.677181,-1.510946,-0.524933,-1.012114,1.07747,-0.419271,FALSE
-0.199884,-1.032099,-1.360844,-0.133413,0.455022,-0.905495,-1.50997,-0.965388,0.064951,-0.433858,-0.903476,-0.172593,-0.601916,0.357652,-0.145674,2.450575,1.718175,-1.115619,0.57033,-0.437873,0.990382,TRUE
0.729341,-0.72062,3.53425,-0.201364,-0.907132,-1.203889,0.560105,1.175871,1.255403,0.496315,1.17288,-1.227761,0.261912,-0.500665,-1.240584,-1.551692,-1.564417,-0.641256,1.036155,-0.891587,-0.674726,FALSE
-0.72701,-1.52339,-0.701045,-0.582459,0.653838,0.382913,-0.832317,-1.119216,-0.129862,0.521917,0.330999,-1.374218,0.300936,0.788957,-1.440296,-0.318324,0.068565,-1.024079,-1.799008,0.331643,1.832782,TRUE
0.108757,-1.609261,0.393441,0.578851,0.021847,-0.869727,-0.852465,-1.280531,-0.37815,0.924174,0.65087,-0.255517,-0.896859,0.800045,-0.783764,0.062724,-0.033628,-1.453559,-0.723113,-0.030714,0.874322,TRUE
-0.885949,1.563236,-1.431875,0.945228,-0.954113,-0.32918,-1.252055,-0.772274,0.802073,-0.911982,-0.840485,0.163639,-1.416885,-0.892862,-1.106015,-0.571943,-0.090494,-1.55715,9.076193,2.697059,-0.371104,TRUE
0.220064,-0.522779,0.441053,-0.048748,-1.516081,-1.655398,-0.395383,-0.728322,3.091998,0.687507,0.511415,-2.130027,0.458032,-0.623138,-1.985281,-0.119899,0.435814,-0.594998,0.464424,3.186544,-0.975743,FALSE
0.116499,-1.145327,-0.252488,-0.776054,-0.26907,-0.71076,-1.18407,-1.405021,-0.070922,0.836928,0.228008,-0.231498,-0.25091,0.657323,-1.143396,0.263559,2.541354,-0.485579,-1.231928,-0.383211,0.014998,TRUE
-1.648852,-0.270051,-0.516521,-1.726291,0.110634,-1.677854,-1.462183,-0.48235,-0.185973,1.676229,0.052594,-0.028288,-1.39366,-0.817269,-0.782889,-0.263493,0.503652,-1.913298,8.797609,4.385322,-0.795604,TRUE
1.22716,-0.753558,-1.159574,-1.594079,-0.119413,0.675207,-0.37828,1.046058,0.09928,0.287477,-0.757309,-1.265691,0.899647,-0.368157,-0.344866,0.07492,-0.949139,1.240952,-0.57288,-0.271846,-0.30747,FALSE
0.161161,-0.768455,-0.435205,-0.619073,-0.492244,1.073102,-2.076228,-1.793518,-0.09986,0.900739,-0.150803,-0.474562,-0.862164,0.809009,-2.351155,1.136492,2.463566,-0.914509,-0.891249,-0.176173,0.150596,TRUE
0.736609,-1.590976,-0.626464,-1.89,0.315218,0.090529,0.215522,0.798538,-0.807556,0.666967,0.044809,-0.037995,1.300159,-0.266328,0.459155,0.0507,-0.112787,-0.104764,-1.268076,-1.12874,0.303104,TRUE
-0.1379,-0.592414,0.099839,-0.989803,0.703936,-1.255005,0.155134,0.029358,-0.931834,1.35104,3.045697,-1.266803,0.443384,-0.976773,-1.297222,-1.145789,0.939475,-2.779039,-1.090586,1.424032,-0.317113,FALSE
-0.165029,-2.732314,-1.257087,-1.310587,0.6312,-1.067855,-0.99268,-1.095008,0.092156,-0.187308,-0.980312,-2.105567,2.980806,-0.804717,1.390619,1.576836,1.154131,-0.152273,-1.998479,1.399648,2.161514,TRUE
0.414629,-0.312673,-1.358846,-0.888384,0.015498,0.257766,-1.636109,-0.230273,0.194157,0.13642,-0.374137,-0.140775,-0.589976,-0.645697,-1.907197,-0.355213,0.957262,-0.792739,4.11681,1.80651,-1.06458,FALSE
0.886434,-0.573534,2.94393,0.941814,-0.854139,-2.310319,0.934839,-0.726459,0.397219,-0.211627,3.538766,-1.762405,0.50084,-0.638684,-1.897547,-1.504756,-1.19764,-1.385059,0.053347,3.435406,-1.336205,FALSE
0.331028,-1.771515,-0.592088,-0.550716,-0.172427,-0.816321,-1.665723,-2.382121,0.608106,0.612602,-0.719603,-0.57783,-0.654214,0.751846,-1.282611,1.982854,3.911553,-0.976484,-0.796795,-0.988674,0.639498,TRUE
1.375292,-1.068617,-1.888974,-1.272022,0.88936,-0.258843,-1.96303,-1.87582,-0.959647,-0.06729,-1.309047,-0.849193,1.695005,0.400431,-0.195014,2.263532,3.71154,0.164722,-2.622571,-0.429469,-0.255298,TRUE
-0.476447,-1.397081,0.180294,0.023238,-0.291135,0.333917,-0.536693,0.051254,0.366137,0.055018,-1.092722,0.570726,-0.314606,-0.644714,-1.41221,0.451598,0.179017,0.213808,-1.038785,-0.466363,0.638006,TRUE
2.518925,1.287769,-0.588409,1.468188,0.769391,-0.598408,0.441138,0.756324,-0.165369,-0.220075,0.858815,-1.509297,0.352274,-0.340817,-2.134392,-2.249334,-1.273937,-1.574609,-1.350653,0.152317,-0.991809,FALSE
-0.882835,-1.31036,-0.441083,0.117417,0.426541,-1.079221,-1.134238,-2.242224,1.657818,2.170302,0.578389,-0.532047,-0.095357,0.709892,-1.821626,-0.419438,-0.52467,-1.677519,0.071826,2.348933,-0.369152,TRUE
0.187903,-0.811239,1.775432,0.664411,-1.435215,-0.143354,0.18106,-2.042464,3.554676,-0.750878,0.817521,-0.406785,0.148695,-0.48833,-2.171057,-1.061666,-0.822591,-1.204886,1.873349,0.073233,1.054769,TRUE
0.268816,-0.400165,-0.867646,-1.268787,-0.761989,-0.272395,0.454178,-1.90021,0.023225,1.783189,-0.445998,-0.883586,-0.415843,-0.892357,-1.464485,0.808231,2.21522,-1.592421,0.423503,3.07551,-0.874889,TRUE
0.499398,-1.766487,-1.575498,-0.686233,0.372781,-0.32853,-1.230234,-0.44555,-0.763687,0.588763,-1.040581,-0.821945,1.41851,-0.218214,0.3624,1.99624,1.125889,-0.132413,-2.109617,-0.193828,0.527224,TRUE
0.447592,-0.390795,1.270705,-0.583854,-0.791726,-1.120083,0.728929,1.171312,0.582534,0.328777,1.420405,-0.840211,2.094428,-0.85014,-0.721311,-1.805541,-0.941278,-0.540318,-0.793411,0.565523,-0.980749,FALSE
0.514452,-0.753899,1.392074,-0.923444,0.465457,-0.475083,-0.881776,0.55162,-0.765774,0.432232,8.141926,-1.159736,0.569219,-0.960077,-1.449163,-2.29407,-1.490574,-1.514858,-0.636495,-0.380049,0.330428,FALSE
2.503244,-0.367798,3.725551,-1.238895,-0.45454,-1.33389,1.117223,1.569723,-0.561458,0.163965,1.900114,-1.151534,0.157802,-0.964469,-0.975753,-1.788656,-2.119877,-0.31987,4.513616,-0.848988,-0.990559,FALSE
0.101992,-1.982488,0.444786,-1.223021,-0.292392,-0.03672,-1.16674,-1.433216,-0.886784,-1.979321,-1.523545,-1.465479,-1.60138,-1.933323,-0.138604,-0.423202,1.869562,-0.435861,-0.702363,0.850222,10.32027,FALSE
-0.889218,0.511504,-1.378396,-0.824627,1.047298,-1.797613,-1.365966,-1.349772,1.227959,0.507405,-0.2211,-1.661222,0.611872,-0.192858,-1.617306,-0.537452,0.492381,-0.918884,-0.929402,6.638051,-0.490407,FALSE
2.484722,2.466965,-1.530424,-0.862156,1.73064,-1.174077,-1.841149,-0.589134,0.51851,-1.20781,-0.351015,-1.82656,0.494395,0.007275,1.585335,-0.062774,-0.936194,0.159728,-1.480865,0.864461,-0.882876,FALSE
1.170086,-0.45066,-1.414081,-1.174909,-0.292313,0.799382,-1.261805,0.618524,0.052746,0.114096,-1.010986,0.269486,0.644727,-0.308943,-0.094021,0.930235,-0.004876,1.410397,-1.350753,-1.529233,0.060342,TRUE
