@relation train

@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute p5 numeric
@attribute p6 numeric
@attribute p7 numeric
@attribute p8 numeric
@attribute p9 numeric
@attribute p10 numeric
@attribute p11 numeric
@attribute p12 numeric
@attribute p13 numeric
@attribute p14 numeric
@attribute p15 numeric
@attribute p16 numeric
@attribute p17 numeric
@attribute p18 numeric
@attribute p19 numeric
@attribute p20 numeric
@attribute p21 numeric
@attribute r {TRUE,FALSE}

@data
-0.324391,-1.225174,-0.219922,0.532031,0.392953,-1.461565,-0.943436,1.153426,-0.337922,1.95215,1.805465,-1.372565,-0.476712,-0.723305,-1.420045,-1.94507,0.358914,-2.679569,0.14019,2.217341,-0.173886,FALSE
-0.988741,-1.496759,-1.769656,-0.98366,0.075349,-1.087698,-1.37612,-2.536512,3.255812,1.140219,-1.213198,-0.769365,-0.404218,0.331911,-2.4806,1.802787,2.165233,-1.742298,1.320273,2.857108,0.673451,TRUE
-0.078946,-1.588195,0.435914,1.227441,-0.897122,-0.182413,0.520991,-1.928945,0.176087,0.584773,0.234415,-0.539013,0.619972,-0.388792,-1.329671,0.540759,1.057645,-1.045195,-1.225985,-0.193756,0.189949,TRUE
0.464603,0.010835,0.56855,0.735439,-0.088226,-0.326821,-0.450036,7.896372,-0.297945,-0.693586,-0.487741,-0.394358,-0.068428,-1.462003,-0.254487,-1.345758,-1.667344,-0.565418,-0.744419,-1.007864,-0.68309,FALSE
-0.121138,0.388899,-0.962865,-0.747439,-0.874602,-0.955992,-1.404515,-1.251477,2.519597,0.049842,-0.79711,-1.883219,-0.355401,-0.578328,-1.349911,0.242044,1.860058,0.700957,0.070857,3.702084,0.083276,FALSE
-0.767546,-0.989263,0.602022,-0.551704,-0.570154,-1.343448,0.302362,-0.125152,-0.48994,-1.121325,-0.439838,-1.114231,-0.836853,-0.964536,-1.094456,-1.818086,-1.119148,-1.41295,0.692015,4.051094,6.609593,FALSE
-0.525558,-1.066649,-1.180862,-2.072522,1.264543,-0.145249,-1.758561,1.780408,-1.557797,0.608335,-0.578253,-0.235975,-0.134468,0.425157,0.472318,0.80807,0.510865,0.511105,-0.531877,-0.929623,0.031193,TRUE
-0.930792,-1.833576,-0.310713,-0.8552,2.812691,-0.306913,-0.460381,-0.700956,-0.5765,3.086241,1.064574,-1.663339,0.995261,0.219762,-2.838215,-2.533616,-1.647773,-0.477475,-1.697025,2.122729,-1.073392,FALSE
-0.3322,-1.645113,-0.7318,-0.198165,1.767224,-0.932021,-0.658827,-0.023396,-0.376255,1.521493,1.734873,-0.819585,0.135526,-0.004154,-1.146178,-0.995125,0.04936,-1.692376,-2.026766,0.270309,-0.408918,TRUE
1.112503,-0.64551,0.793552,-0.76307,-0.982117,-0.689439,0.314117,1.053409,-0.090602,-0.6158,0.29601,0.665087,2.093956,-0.996997,1.737666,-0.216694,-0.929415,1.095387,-0.64363,-1.052226,-0.208197,FALSE
0.285628,-0.942327,2.183357,-0.262373,1.979258,-1.500044,-0.518336,0.889709,-1.244282,0.870344,2.841844,-2.063975,0.290905,-0.922959,-0.979316,-2.534011,-0.631207,-2.42029,-1.725337,1.189179,0.447074,FALSE
0.824682,-0.480989,-0.666474,-0.53647,-0.271905,-1.298979,-0.200585,-0.701163,0.669222,0.515103,0.465882,-2.23538,0.226479,-0.745372,-0.080698,0.651775,0.449689,0.330792,-0.363321,2.799056,-0.865453,FALSE
2.525083,1.135866,0.878388,2.746006,0.588131,-1.089561,1.327489,-0.074328,-0.253003,-0.456639,1.162435,-1.600902,-0.424997,0.003721,-1.920505,-1.911562,-1.506582,-1.681904,-0.171943,0.161004,-1.745719,FALSE
0.738525,0.26827,-0.299234,0.0937,-0.52417,-1.507306,-0.611251,-3.244328,0.269098,0.448587,4.589606,-0.614424,-0.349218,2.484552,-2.182276,-1.28804,-0.059902,-2.681973,-0.14659,1.515676,-0.60124,TRUE
-0.402239,-2.169146,2.549218,-1.244294,-0.17001,-0.778766,0.293047,-1.610528,-0.179322,2.406892,0.425304,-0.747116,0.698938,-0.440504,-1.936462,-0.794417,-0.082389,-1.210209,0.014792,0.162242,0.016523,TRUE
2.670404,-0.739929,-1.062294,-0.251917,0.704996,-0.978576,-0.803406,-3.342037,0.047597,0.348961,0.653692,-1.013582,0.354867,2.025772,-1.693689,-0.386297,0.551327,-1.853668,-0.541836,1.214874,-0.638494,TRUE
-0.264484,-2.239301,-1.358305,-0.386677,0.566028,-0.073115,-1.103065,-0.885732,-0.014044,1.104044,-0.816828,-0.87931,0.035074,0.483104,-1.413404,3.24866,1.463484,-0.971876,-1.683961,-0.587957,0.391764,TRUE
0.117483,-0.215266,-0.599882,-1.361223,-1.320522,0.489497,-1.753396,-0.287259,1.230576,-0.059337,-1.2882,0.846766,0.598222,-0.393657,-1.610085,-0.088345,1.091292,0.222469,-0.251984,-0.229501,1.243341,FALSE
-1.397633,-0.239925,-1.135733,1.323539,0.136719,-1.284145,-1.315007,-1.337757,-0.690511,1.923225,0.653394,0.033502,-1.48019,0.202216,-2.606861,-1.449758,-0.43536,-1.504989,0.7497,7.299901,-1.26607,TRUE
-0.23899,-0.467223,-0.657106,-0.552769,0.082927,0.082651,-1.516009,-0.230583,0.207966,1.9773,-0.454878,0.407802,0.081942,-0.012543,-1.759311,-0.71532,-0.558155,0.648621,-0.944016,0.250851,-0.981869,TRUE
4.271106,2.908701,0.498939,-0.719729,2.245417,-0.445304,-0.19691,-1.298065,-0.934108,-0.787808,-0.574198,-1.032295,-0.619233,0.253956,-0.848677,-1.370849,-0.421227,-1.823214,-1.22977,-0.647057,-1.047948,FALSE
-0.011524,0.447627,-2.388015,-1.081343,7.222249,-0.566827,-2.301513,-0.092437,-2.202762,0.151634,-0.931722,-0.862849,0.290977,0.797735,-0.576421,-0.784573,0.15856,-0.812681,-1.441248,0.465643,-1.129737,FALSE
0.976959,1.136428,-0.61187,-1.525167,2.489841,-0.644704,-0.894141,-0.346459,-0.253694,0.971121,0.148579,-2.225149,0.444953,0.977483,-1.560921,-2.125045,-0.938175,-0.864198,-1.306963,1.047863,-0.235212,FALSE
1.033291,-1.819737,-0.840837,-1.638497,0.398813,-0.669321,-1.248976,-0.836972,-0.836248,1.054191,-0.526701,-0.955728,2.166071,0.111395,0.362708,0.739356,0.981296,-0.636269,-1.300619,-0.435139,0.408584,TRUE
0.030237,-1.778787,1.073877,-2.021285,1.445393,-0.910902,0.229808,3.322194,-1.722893,1.895398,2.186217,-1.251443,0.851658,-1.930614,-0.685561,-1.390348,-0.579381,-0.61783,-1.579106,0.634355,0.305968,FALSE
-0.296042,-0.551407,-0.395647,-1.026126,0.487207,-0.258196,-0.515111,-1.009841,0.412548,2.188107,0.195569,-0.453363,0.372279,0.112097,-1.117833,-0.901707,-0.378689,0.123518,-0.819575,-0.12779,-1.084009,TRUE
-0.671658,0.26472,1.602385,2.400257,0.643553,-0.74322,-0.845426,2.676617,-0.944852,0.256637,2.096936,-1.505858,-0.299601,0.077557,-3.808761,-2.548747,-0.847457,-2.054395,-0.434004,1.258079,-2.030935,FALSE
-1.036261,-1.208588,1.173208,-2.107827,2.369739,-1.122876,-0.446709,2.438309,-2.457641,1.015121,1.428499,-1.306171,1.571313,-0.975453,-0.535449,-1.062772,-0.273723,-0.537087,-1.347011,1.099758,-0.067778,FALSE
0.71335,-0.817687,-0.707243,-0.919959,0.216376,-0.036054,-2.091114,-2.096314,-0.028001,0.058338,-0.514324,0.370329,-0.706836,0.799317,-2.303603,1.276225,1.060373,-0.305686,-0.323624,-0.263482,1.279237,TRUE
0.332303,-0.951415,1.190218,1.089023,0.485417,-0.699401,1.999357,-1.310209,-1.302745,2.755319,5.064822,-0.640563,-0.715993,-0.327592,-2.09355,-2.622448,-1.584398,-2.654891,-0.133108,-0.26062,-1.74935,TRUE
-0.273767,-1.216215,0.153521,-0.677583,0.104922,-0.552811,-0.517068,-1.181015,0.23966,1.955763,0.951316,0.02574,0.057376,0.784848,-0.262725,-0.39537,-0.693838,-1.028697,-0.741683,0.256742,-0.322849,TRUE
-1.013664,0.735422,-1.279383,-1.322573,0.849174,-1.768493,-1.051216,-0.17576,-0.949765,0.315423,0.117797,-1.680792,-0.111348,0.459024,-2.038049,-0.86526,0.48435,-1.561772,0.389829,8.221861,-1.181657,FALSE
0.37966,-0.997655,-1.320338,0.350916,-1.219033,-0.370345,-0.599662,-0.962952,0.406138,0.352812,-0.935512,-1.065213,0.105489,-0.058753,-1.450757,0.888558,1.218823,4.595979,-1.258664,0.146891,-0.427717,TRUE
0.74355,-1.030333,1.678792,1.573529,-1.411737,-0.924028,0.081143,1.770525,-0.115459,-0.260936,0.888746,-0.659889,0.375466,-0.429262,-1.791891,-1.564953,-1.352407,0.466883,2.572432,0.053557,-1.210132,FALSE
0.730484,-0.492015,-1.147594,-1.939935,4.515734,-1.282545,-1.198155,0.229838,-1.011221,0.260495,-0.752673,-1.699488,0.834533,0.341129,0.635497,-0.157374,-0.775974,-0.795518,-0.874558,-0.304088,0.274969,FALSE
-0.181006,-1.853029,-0.066549,-1.335171,0.199576,-0.066585,-1.290273,-1.676289,0.065982,1.605121,-1.665778,-0.862364,0.42675,0.153131,-1.431795,2.425902,1.973653,-1.001756,0.654546,1.181271,-1.064827,TRUE
0.511824,0.480277,1.084209,0.777792,-1.195083,-1.497699,7.420646,0.345987,-0.445327,-0.085556,3.062616,-0.608063,-0.693578,-1.741923,-0.050912,-1.351858,-0.851701,-1.147087,1.642546,0.45131,-1.607584,FALSE
-0.574365,-2.180141,-0.568894,-0.869121,0.455207,1.017945,-0.775491,-0.825071,0.030163,0.605232,-1.191235,-0.94552,-0.703157,-0.633334,-3.088584,1.694636,1.854616,-0.69832,-1.083908,-0.793693,2.325809,TRUE
0.236478,-0.361143,-0.704107,-1.379185,2.833736,-0.452082,-1.737208,-1.350177,-1.344208,-0.348552,-1.392745,-0.724687,1.36569,2.507707,-0.373914,-1.327102,-0.193726,-2.497018,-0.808001,1.455006,0.571618,FALSE
0.138433,-2.307169,-0.738219,-0.294663,-0.150423,-0.602391,-1.187282,-0.779493,-0.405604,0.307716,-1.074451,-1.004593,1.357034,-0.176537,-1.131562,2.674286,2.257493,-0.369934,-1.61966,-0.626318,0.521467,TRUE
-0.132973,-1.18128,0.549614,-1.102302,-0.033808,-1.355514,-0.464498,-1.438771,-0.691528,0.442116,0.103162,-0.936648,0.834493,-0.22535,0.130705,0.250827,-0.074476,0.906775,-0.34223,1.351475,0.671307,FALSE
-0.479774,-1.086503,-0.001345,-0.94183,1.812599,-1.47526,-1.08794,-1.129986,-0.563967,1.519592,1.445844,-2.016533,-0.358984,0.806991,-2.695577,-1.089226,0.256504,-3.081652,-0.179831,3.633462,0.490753,FALSE
2.057127,-1.272172,-1.92868,-0.642084,-0.232287,-0.524267,-1.810687,0.224352,0.012515,-1.336312,-1.549783,-1.039712,2.185295,-0.685123,-1.634108,-0.278571,0.411925,2.851898,-1.693164,3.863086,-0.666204,FALSE
0.288332,0.053806,0.685737,-0.886379,-0.816748,-1.614285,-0.826314,-0.617064,0.811637,-0.249087,0.045099,-1.245989,0.506974,-0.840607,-1.51615,-1.538312,-0.732204,-1.019719,-0.648156,6.803042,0.614244,FALSE
-0.890806,-2.130451,-0.560569,-1.392097,-0.48915,-0.497122,-0.403035,-2.10469,-0.843057,5.223152,-0.416865,-0.940888,-0.290666,0.345432,-0.15551,-0.582729,0.608805,-0.151611,-1.362334,1.009708,-0.232628,TRUE
-0.439609,-1.355402,-0.445554,0.405507,0.150855,-0.213677,-1.593877,-2.573952,-0.545506,0.464066,0.496407,-0.085635,-0.31102,0.916611,-1.509623,0.94187,3.925398,-2.011222,-1.06925,-0.1314,-0.203779,TRUE
0.045948,-0.233825,0.692527,-0.173108,-1.443133,-1.778646,-0.421095,-0.472169,5.741356,0.252327,0.083945,-2.297155,-0.271452,-0.779169,-1.682152,-0.860141,0.228785,-0.093908,0.118694,2.168956,-0.123745,FALSE
0.522896,-0.332953,-0.778875,-0.460918,0.787339,-0.486246,-0.856592,-0.341584,2.169344,-0.035618,-0.807527,-1.140855,0.076805,-0.745296,-1.345496,-1.07518,0.155832,1.318364,-0.692707,1.86986,-0.694022,FALSE
0.241813,-1.493019,-1.182436,0.775298,0.537151,-0.772868,-1.512938,-1.395417,0.566895,-0.009343,-0.864239,-0.227124,0.340559,-0.387391,1.213405,2.836488,1.377699,-0.812331,-1.125749,-1.185557,0.493761,TRUE
2.838234,1.55655,-0.989907,-0.543004,2.13749,-0.706842,-0.158909,-0.413687,-0.794419,-0.59073,-0.084181,-1.392315,1.278253,-0.02785,-1.763612,-1.239573,-0.728487,-1.564409,-0.546767,-0.000781,-0.656751,FALSE
0.297254,-0.885205,-0.039196,-1.811939,2.531482,-1.247934,-0.8117,-0.995046,-2.546398,1.407577,-0.956621,-2.005317,3.432875,-0.014283,-0.821549,-0.507727,0.211308,-1.129624,-1.202446,1.966517,-0.007257,FALSE
0.276239,-0.627731,0.053647,1.379996,0.811306,-0.701252,0.207397,-0.173294,-1.170256,-0.314315,-0.339224,-1.728164,-0.658745,1.84655,-0.625011,-0.516785,0.821518,-1.326117,-0.174329,1.51359,-1.224854,FALSE
0.135948,-2.735373,-1.885565,-1.344053,-0.140681,-0.968559,-1.170057,-0.872668,0.821765,0.870186,-1.851164,-1.236524,1.765708,-0.779511,-1.851026,2.158274,1.073639,3.841496,-1.894584,1.884742,0.036303,TRUE
-0.051801,-1.681577,0.668976,-0.020207,-2.399763,-2.555202,1.483354,-1.254315,6.856112,-0.096958,-0.188545,-1.900729,0.43343,-1.11376,-1.520257,0.993659,0.564474,0.989975,1.361323,3.965361,-0.476809,TRUE
0.094706,-1.475741,-1.882457,-1.435453,-0.182286,0.109064,-1.888906,-0.297705,0.419495,0.390077,-1.637085,-0.608116,0.459176,-0.44854,-1.024705,2.026302,2.357098,1.033532,-1.609429,-0.571632,1.502379,TRUE
0.410884,0.413605,-0.732237,0.113687,2.40054,-1.025343,-0.880767,1.788075,-0.952525,-0.509162,1.184834,-0.262909,-1.130283,-0.330905,-2.565007,-2.204731,-2.009217,-1.948486,-0.665415,1.130334,1.643883,FALSE
0.350092,-1.884279,-1.935863,-0.970467,1.460999,-1.081017,-1.616364,-0.158647,-1.618031,0.785397,-0.780083,-0.637223,1.75681,-0.138716,1.125969,1.850105,1.142453,0.611835,-2.094546,0.107811,-0.333438,TRUE
-0.425667,-1.716801,-0.441462,-0.399645,0.587751,-1.009355,-1.257608,-1.212108,-0.14959,2.130625,-0.395373,-0.848365,-0.262073,0.72215,-1.016122,-0.051798,0.121285,-0.5512,-0.591271,2.06558,0.062217,TRUE
0.092611,-2.074266,-0.93258,-0.762686,0.137732,-0.50461,-1.497982,-0.722383,-0.059654,1.427056,-0.803923,-0.561895,-0.371665,-0.191748,-0.324654,1.853736,0.787037,2.282464,-1.537813,-0.881854,0.50497,TRUE
0.119049,-0.912381,-0.512064,-1.648857,0.641144,1.63205,-1.271744,-1.215449,-0.65491,0.56325,-1.239107,-0.462819,0.823303,3.78007,-1.409774,-0.828182,-0.091424,-1.288371,-0.782301,-0.649933,-0.4154,TRUE
-0.403887,-1.112936,-1.293125,-1.409191,0.065076,-0.386642,-1.937876,-0.911392,-0.229095,2.771402,-0.865581,-1.27274,-0.091052,1.02705,-1.566492,0.361891,0.810831,1.646715,-0.769787,-0.357786,-0.230245,TRUE
0.815884,-0.597849,0.104821,0.810409,-1.003926,0.098771,0.896685,1.388558,0.837692,-0.015435,0.708071,-1.544372,0.798858,-0.483639,-0.846432,-1.781347,-1.300145,-0.962513,-0.714538,0.003967,-0.149154,FALSE
-0.315405,-2.402236,1.09885,-1.54943,0.14367,-1.654632,1.358137,-0.523798,0.363665,1.419466,1.138897,-0.900041,1.680075,-0.699566,-0.892656,-0.104373,-0.253408,-0.637764,-0.759192,1.501221,-0.733927,TRUE
0.122665,-2.083351,-1.961499,-1.074419,0.122073,0.025348,-1.100348,-0.573638,0.85667,0.377092,-1.514206,-0.58541,0.231075,-0.779593,-0.513058,3.686414,1.365861,0.585233,-1.431011,-0.573972,1.161689,TRUE
-0.921399,-0.826656,-0.869594,-0.778534,-0.010342,-1.569513,-0.931018,-2.263349,-1.192251,4.36941,-0.925601,-0.717002,-0.268832,0.214139,-0.24452,0.300763,0.802927,-0.900045,1.430162,2.329945,-1.712827,TRUE
0.131864,-0.012499,1.046566,-0.139845,-1.489382,-1.274333,1.008637,-0.385386,3.526789,0.42078,1.386582,-1.542817,0.633805,-1.156735,-1.481958,-1.71024,-1.124398,-0.123341,2.524898,1.010913,0.032886,FALSE
3.832379,-1.028452,0.548539,-0.50261,0.930562,-1.180916,-0.225621,-1.321348,-0.987711,0.722407,-0.283223,-0.490733,0.166183,-0.008918,-1.757423,-0.741276,-0.559573,-1.443411,-0.389315,0.981263,-0.79838,FALSE
5.451667,1.662994,-0.929644,-0.483841,1.940999,-0.516617,-0.698328,-1.171929,-0.265544,-0.340598,-0.472186,-1.311099,0.162815,0.208905,-1.725157,-1.310301,-0.942519,-0.546622,-0.902762,-0.638715,-1.150237,FALSE
-1.08454,-0.929959,0.396503,-1.050867,6.335881,-1.64322,-0.893417,-0.522361,-1.228536,0.974164,0.736765,-2.324569,0.605104,0.279592,-1.47268,-1.739939,-0.705862,-1.294363,-0.723297,1.815093,-0.442899,FALSE
1.064642,-0.408192,-0.125054,-0.495237,-0.490428,-1.78438,-0.05646,-1.185658,3.563632,0.122541,0.07343,-1.019458,0.455585,0.138319,-0.257639,-0.527635,-1.459631,0.211143,0.175771,-0.272054,0.57217,FALSE
0.411844,-1.010977,-1.617064,-1.190166,0.148475,1.817591,-2.334468,-1.113358,-1.338854,-0.163255,-1.154041,4.884133,-0.497592,0.491297,-1.512807,-0.511834,0.559444,0.061289,-0.69575,-1.567314,0.42156,TRUE
1.565519,-0.361932,2.968359,-1.185818,-0.758571,-0.640462,1.310018,1.237357,-0.054553,-0.071182,0.70685,-0.935363,0.797328,-0.565746,-0.757942,-1.068572,-2.219932,1.513831,-0.066862,-1.10673,-0.508301,FALSE
-0.587751,-0.994675,1.374854,1.8835,0.999427,-1.611697,-0.648646,-1.94825,-0.0971,1.768339,2.077083,-0.956147,0.029972,-0.241268,-2.27513,-1.471964,-1.001825,-2.245775,-0.428698,1.898713,-0.671365,TRUE
0.099107,-0.803188,-0.186879,0.011369,0.816106,1.752061,-1.749157,-1.572099,-0.893888,-0.290077,0.155475,2.493821,-0.534806,1.295033,-1.710311,0.243515,-0.136932,-2.048869,-0.785882,-1.094916,-0.489689,TRUE
0.272057,-0.758357,-1.268317,-1.71707,1.402384,-0.382434,-1.681937,-0.829206,0.165743,0.453041,-1.208281,-0.872127,0.060421,1.632468,-0.996212,-0.650822,0.562065,0.120259,-1.42589,1.269212,0.433841,FALSE
1.113365,-1.341913,0.806142,-1.047652,0.40965,1.589202,-0.724665,-0.895443,-0.813021,0.261745,-0.5097,-0.156033,-0.376297,2.282451,-1.492916,-0.716519,-0.679002,-1.603409,-0.367417,-1.147601,-0.169223,FALSE
-0.528931,-0.802689,-0.35053,-0.408534,-0.704959,-0.791964,-1.420371,0.813339,1.163037,-1.231197,-0.033806,0.135309,2.434611,-1.191562,3.399977,0.200425,-0.108334,3.67351,-1.380017,-1.097699,-0.253206,FALSE
-0.697767,-1.314694,-1.462489,-1.388505,-0.695725,3.030549,-1.035921,0.562575,0.431004,0.141366,-1.280754,-0.346178,0.587276,-0.618241,-1.594113,0.572789,0.706289,-0.024981,-0.920521,-0.343389,0.725201,TRUE
0.494971,-1.83771,-1.496602,-0.684474,-0.538324,-0.01613,-1.556927,-1.596571,1.456295,1.051525,-1.219723,-0.878618,-0.416469,0.592876,-0.572999,2.478569,1.658698,1.426632,-0.942915,-0.559876,0.059845,TRUE
-0.46217,-1.07446,-0.029574,2.232673,0.123477,-1.179979,-0.071523,-1.282255,-1.173125,1.341725,1.763219,-1.088813,-0.596818,0.158188,-1.274892,-0.762243,-0.054013,-1.541961,-0.080721,1.358237,-0.303109,TRUE
0.729846,-1.419776,-0.682884,-1.169979,0.025285,-0.418373,-1.74651,-1.697058,0.346707,0.55278,-1.276529,-0.561492,0.014635,1.765425,-1.176431,1.043085,0.913534,-0.820095,-1.120227,-0.305965,1.677515,TRUE
-1.171053,-1.872629,-0.262333,-1.511488,1.278913,-2.267001,0.588687,-2.157756,0.667743,2.475481,0.982262,-1.416469,0.440084,0.738135,-0.665309,-0.446916,-0.43979,-1.146339,-1.122392,2.40824,0.634342,TRUE
-0.377842,-2.288035,-1.795291,-0.157708,-0.335967,0.338087,-1.844708,-1.125118,3.398493,-0.189341,-1.94125,-0.173978,0.546645,-1.23917,-1.921621,1.794623,3.043925,2.383954,-1.592167,-0.450238,0.548028,TRUE
-0.627226,-1.574303,-1.329015,-0.265735,1.332342,-0.991493,-1.605199,-2.670196,1.080235,0.334498,-0.2079,-0.66909,-0.463601,1.943908,-2.431696,1.270226,1.876846,-2.341486,-0.588546,0.689366,1.409598,TRUE
0.92321,-2.808964,-0.435897,0.829248,-0.693929,-1.603763,-0.062615,-2.176159,0.489016,0.906761,-0.832153,-1.433749,0.090636,0.145968,-0.507523,2.015525,1.585148,2.714976,-2.032904,-0.064439,-0.178406,TRUE
1.20879,0.026381,-0.325624,0.020091,-1.444245,-0.638697,-0.045192,0.351085,6.567658,-0.91321,0.687514,-0.751577,0.047564,-1.054825,0.136375,-0.890661,-0.973179,1.107441,-0.857129,-0.711857,0.117932,FALSE
-0.099797,-2.449285,-0.10911,0.329688,-1.107605,-1.568419,-0.900184,-1.4045,-0.097271,-0.184477,-0.235595,-1.06695,-0.393485,-0.680311,-0.765734,2.147783,3.87025,-0.439624,0.4432,0.3122,0.979363,TRUE
-0.167466,-0.900315,-0.219993,-0.355368,-0.296368,-0.744798,-1.536626,-1.424386,-0.234852,0.608541,0.078643,0.005882,-0.513629,0.516681,-0.430583,-0.088107,2.645157,-0.750351,-0.554737,-0.502445,0.274544,TRUE
0.136291,-0.858796,1.45297,2.540371,-0.028001,-0.419217,0.270227,0.745645,0.518966,-0.617796,-0.186711,-1.873144,1.384077,-0.684574,-1.39118,-1.133791,-0.360207,-1.231036,-1.661947,1.484623,-0.805852,FALSE
0.120943,-0.696464,-0.855942,-1.308885,0.544149,1.533242,-1.266975,-0.283727,-0.030007,0.424959,-0.462788,0.976164,1.179189,0.304048,-0.630765,-0.430571,-0.864394,0.382059,-1.510031,-1.239906,-0.202636,TRUE
-0.381312,-0.468217,0.047009,3.235927,-1.010566,-0.561415,0.013679,-0.272977,1.213389,0.737916,0.42406,-1.854381,0.238329,-0.515099,-2.236843,-1.034191,0.16248,-1.799723,-0.813375,2.872283,-1.086019,FALSE
3.525262,0.478898,0.151528,-0.690773,-0.344152,-0.577893,0.56484,-0.379352,-0.135275,-0.077251,0.298563,-1.282463,1.372515,-0.489056,-0.592233,-1.270564,-1.252086,-0.008524,-0.97878,0.232297,-0.62321,FALSE
1.704805,-1.932049,0.153767,-0.689447,-0.567251,-0.870119,-1.265414,-1.079399,-0.390026,-0.310583,-1.226952,-0.65106,-0.3563,0.001007,-0.69045,1.834056,0.857617,0.71833,-0.759647,-1.2212,2.724159,TRUE
1.669332,-0.150626,-0.251676,-0.895986,0.470239,0.063261,-0.117072,-0.115495,0.659023,-0.390445,0.041829,-0.892803,0.34759,0.166748,-0.998659,-0.703242,-0.801109,-0.054283,-0.603489,0.056483,-0.342956,FALSE
-1.09168,0.782242,-1.341646,-0.254093,-0.164044,-1.403153,-1.540417,-1.783863,0.037279,1.665238,0.005278,-0.909199,-0.994237,0.610864,-2.053827,-0.449553,0.228864,-1.57429,0.018583,7.354978,-0.838802,TRUE
0.080112,4.838874,0.282307,-0.363354,-1.110204,0.300629,-0.486929,0.279229,0.2382,-0.480173,-0.691765,-1.609281,1.029702,-1.590344,-0.20321,-0.386412,-0.064105,-0.135918,-1.186924,0.84197,-0.945995,FALSE
-0.11644,-0.865387,-0.664326,-0.28041,-0.414563,0.048317,-0.320633,-2.41189,-0.015455,1.140561,0.069159,-0.445725,-0.715986,1.220623,-2.363812,0.017178,1.246355,-2.045246,1.189119,1.90189,-0.517779,TRUE
0.113386,-0.577563,-0.505283,-1.452383,-0.262286,0.75779,-1.157972,-0.230678,0.383963,0.786287,-0.257941,0.446368,0.624143,0.198653,-0.338756,0.268701,0.060201,0.385196,-0.980977,-0.940277,0.111539,TRUE
-0.187966,-0.521652,3.144905,-0.974259,-1.662489,-0.658278,-0.708491,-1.002847,-0.052812,-1.340581,-1.146401,0.911427,5.612523,-1.477431,-0.85583,-0.475452,-0.367737,1.093456,-1.530245,0.915774,-0.005375,FALSE
-0.075685,-1.684274,-0.461517,-0.53806,-0.34194,-0.624699,-1.760202,-2.296263,-1.231959,-1.34446,-1.65663,-0.738983,-1.467541,-1.004034,0.129316,2.998305,10.731589,-0.655922,-0.998951,-0.168318,0.983735,TRUE
2.438149,2.104233,1.329607,-1.603079,0.632419,-1.425175,0.292338,0.650362,-0.482326,-0.75917,0.515709,-0.965838,-0.347179,-0.044681,-0.277635,-1.110815,-1.924208,-1.878636,6.162892,-0.771517,-0.454476,FALSE
-0.986858,-1.518491,-0.477604,4.599917,1.103607,-0.475344,-1.216273,-2.38965,-1.398221,0.733019,0.865783,-0.313014,-0.775763,1.545925,-1.895909,0.416328,1.641785,-2.295932,-1.994019,-0.126469,-0.8476,TRUE
0.885528,-0.663485,-0.975172,0.320962,-0.207505,-0.777786,-0.94066,-1.465044,6.402318,-0.739091,-0.474526,-1.238766,-1.000048,-0.263619,-1.846352,-0.311893,-0.090817,-0.06338,-1.087558,1.440534,1.008324,FALSE
0.085657,-1.016923,-0.5312,-1.696149,0.903369,0.323693,-1.264676,-0.224458,-0.476983,1.494864,-0.281443,-0.156273,0.856599,1.429946,0.141717,-0.32211,-0.885829,-0.6836,-1.332026,-0.796146,0.188708,TRUE
-0.067214,-0.951281,0.680187,2.103469,-0.1539,-1.188272,0.575528,-2.298315,-0.868603,1.092174,3.428991,-0.628443,-0.891643,-0.343415,-1.822218,0.282067,1.741475,-2.484492,0.301832,-0.308055,-1.298944,TRUE
-0.769834,-1.788503,-1.671151,-1.926768,1.661211,0.124954,-1.294635,-1.197265,-0.303404,3.547991,-0.106617,-0.665155,-0.036964,0.208903,-2.513824,0.10856,0.838688,-0.595535,-1.682106,0.996075,-0.566141,TRUE
-0.07975,-0.354659,-0.720559,-1.421669,1.300594,-0.292339,-1.798752,-1.360586,-0.938196,0.705572,-0.57768,-0.209332,1.351771,1.546971,0.142828,0.229762,0.166665,-1.261232,-1.073325,-0.230596,0.617455,TRUE
0.386686,-0.153314,0.277542,2.102727,-0.44205,-1.426924,-1.326746,-2.419956,0.096808,0.481399,-0.068395,-0.610906,-1.004959,0.317982,-1.555292,1.336755,1.348759,-1.643495,-0.756262,1.804006,-0.008586,TRUE
0.652504,-1.476872,-1.880233,-0.989353,1.452873,0.469546,-1.808778,-1.123462,-0.335082,0.125633,-1.424838,-0.097692,0.173575,-0.407631,-0.658573,3.294412,2.316734,-1.081382,-1.805443,-1.035787,0.33709,TRUE
2.03688,0.751635,-1.327927,-1.031716,-0.331974,-0.040776,-0.767116,1.257792,0.321587,-0.945192,-0.521055,-0.446309,1.83405,-0.397957,-0.923532,-1.71473,-0.462191,0.53148,-1.132318,-0.190263,-0.172311,FALSE
1.296418,-0.101946,-0.88258,-1.300204,1.585764,0.779741,-0.911324,-0.669673,-1.162331,0.07165,-0.32907,0.137862,-0.921163,1.449432,-1.722792,-0.001873,1.089358,-2.053607,-1.564912,-1.298494,-0.123864,TRUE
